name,address,coordinates
Pizza Hut , Simon Road #- Singapore 545909,"1.36207278509063,103.885706000059"
Pizza Hut ,Sun Plaza Hougang Ave 10 #2-25 Singapore 538766,"1.37231185642959,103.89366161203"
Pizza Hut ,Our Tampines Hub Tampines Avenue 4 #1-13 Singapore 528523,"1.35349615471814,103.939683594446"
Pizza Hut ,Tampines Mall Tampines Central 5 #2-2 Singapore 529510,"1.35267231590699,103.944387987324"
Pizza Hut ,Tampines Mart Tampines St 32 #1-15 Singapore 529287,"1.3545494344309,103.959900189822"
Pizza Hut , Tampines Street 11 #1-66 Singapore 521139,"1.34607674987413,103.944284635068"
Pizza Hut , Tanjong Katong Road #- Singapore 437039,"1.30817179598916,103.895304950405"
Pizza Hut , Maxwell Road #B1-36 Singapore 69119,"1.27651601164547,103.845421811383"
Pizza Hut ,The Seletar Mall Sengkang West Avenue #1-1 Singapore 797653,"1.39139305815613,103.876067657689"
Pizza Hut ,The Signature Changi Business Park Central 2 #1-15 Singapore 486066,"1.33475675831051,103.965118783923"
Pizza Hut ,Thomson Plaza Upper Thomson Road #2-24 Singapore 574408,"1.35466901882051,103.83091978573"
Pizza Hut , Toa Payoh Lorong 6 #2-516A Singapore 310190,"1.33297562099035,103.847965425219"
Pizza Hut , Lorong 4 Toa Payoh #1-360 Singapore 310085,"1.33628535356382,103.848428648728"
NUS,National University of Singapore School of Computing Lower Kent Ridge Road #- Singapore 119077,"1.30132730954797,103.774277259655"
NUS,University Cultural Centre Kent Ridge Crescent #- Singapore 119279,"1.30167503738532,103.772008157404"
NUS, College Avenue West #2-1 Singapore 138607,"1.30477687700985,103.772396246249"
Paradise Dynasty ,Causeway Point Woodlands Square #5-16 Singapore 738099,"1.43600784517148,103.785688739235"
Paradise Dynasty ,ION Orchard Orchard Turn #4-12A Singapore 238801,"1.30403577030597,103.831395131817"
Paradise Dynasty ,Lot One Choa Chu Kang Avenue 4 #3-2B Singapore 689812,"1.38506835667563,103.744950384161"
Paradise Dynasty ,OneKM Tanjong Katong Road #2-33 Singapore 437157,"1.31469212668996,103.894480527875"
Paradise Dynasty ,Changi Airport terminal 3 Airport Boulevard #3-32 Singapore 819663,"1.35437073617361,103.985169653268"
Paradise Dynasty ,Vivo City Harbourfront Walk #3-8A Singapore 98585,"1.2638958023183,103.821589254908"
Paradise Dynasty ,Westgate Gateway Drive #2-13 Singapore 608532,"1.33402528745454,103.742586017746"
Paradise Inn ,313 @ Somerset Orchard Road #B3-39 Singapore 238895,"1.30138509490104,103.837684358423"
Paradise Inn ,Bedok Point Upper Changi Road #2-1 Singapore 467351,"1.32496142341111,103.932360135904"
Paradise Inn ,City Square Mall Kitchener Road #B1-1 Singapore 208539,"1.31130516479713,103.856421771906"
Paradise Inn ,Eastpoint Mall Simei Street 6 #2-6 Singapore 528833,"1.34270618643901,103.953024503826"
Paradise Inn ,Marina Bay Link Mall Marina Boulevard #B2-20 Singapore 819642,"1.36249100429105,103.989707260542"
Paradise Inn ,Suntec City Mall Temasek Boulevard #B1-110 Singapore 38983,"1.29487904117327,103.857675497949"
Paradise Inn ,Changi Airport terminal 1 Airport Boulevard viewing gallery #3-19 Singapore 819642,"1.36249100429105,103.989707260542"
Paradise Inn ,The Seletar Mall Sengkang West Avenue #3-10 Singapore 797653,"1.39139305815613,103.876067657689"
Paradise Inn ,Thomson Plaza Upper Thomson Road #1-110 Singapore 574408,"1.35466901882051,103.83091978573"
Paradise Inn ,West Coast Plaza Shopping Mall West coast road #B1-48 Singapore 127371,"1.30358268148237,103.765284520206"
ParaThai ,OneKM Tanjong Katong Road #2-23 Singapore 437157,"1.31469212668996,103.894480527875"
Pasta Fresca Da Salvatore , Boat Quay #- Singapore 49819,"1.28603736943548,103.849831842185"
Pasta Fresca Da Salvatore ,Guthrie House Fifth Avenue #1-2 Singapore 268802,"1.33081740087424,103.795692355521"
Pasta Fresca Da Salvatore , Upper East Coast Road #1-1 Singapore 455203,"1.312963728292,103.925594615064"
PastaMania ,Ang Mo Kio Delivery Hub Ang Mo Kio Avenue 10 #2-783 Singapore 560408,"1.36209052954582,103.854587761552"
PastaMania ,Junction 8 Bishan Place #1-37 Singapore 579837,"1.35023942729659,103.848477635059"
PastaMania ,Bugis Junction Victoria Street #B1-8 Singapore 188021,"1.29911316126836,103.855411151136"
PastaMania ,Cathay Cineleisure Grange Road #2-23 Singapore 239695,"1.30152101555818,103.836429655709"
PastaMania ,Causeway Point Woodlands Square #B1-20 Singapore 738099,"1.43600784517148,103.785688739235"
PastaMania ,City Square Mall Kitchener Road #2-21 Singapore 208539,"1.31130516479713,103.856421771906"
Subway ,Balmoral Plaza Bukit Timah Road #1-6 Singapore 259708,"1.31643962615982,103.835487591952"
Subway ,100AM Shopping Mall Tras Street #1-15 Singapore 79027,"1.27458820975744,103.843470739068"
Subway ,313 @ Somerset Orchard Road #B3-1 Singapore 238895,"1.30138509490104,103.837684358423"
Subway ,Alocassia Building Bukit Timah Road #1-5 Singapore 259727,"1.31943616797969,103.82734585139"
Subway ,AMK Hub Ang Mo Kio Ave 3 #1-35 Singapore 569933,"1.36924891282021,103.848399227484"
Subway ,Asia Square Tower 2 Marina View #2-7 Singapore 18961,"1.27830729144644,103.850795186495"
Subway ,Bedok Mall New Upper Changi Road #1-96 Singapore 467351,"1.32496142341111,103.932360135904"
Subway , Bedok Reservoir Road #1-3031 Singapore 470744,"1.33786041785122,103.92166331056"
Subway ,Bendemeer Shopping Mall Bendeemer Road #1-673 Singapore 330027,"1.31883815297607,103.862815829363"
Subway ,Breadtalk IHQ Tai Seng Street #2-2 Singapore 534013,"1.33434526340427,103.889637527633"
Subway ,Bugis Junction Victoria Street #B1-25A Singapore 188021,"1.29911316126836,103.855411151136"
Subway ,Bugis+ Victoria Street #5-9 Singapore 188067,"1.29966015870599,103.853518086357"
Subway , Bukit Batok West Ave 5 #1-96 Singapore 467360,"1.3247720681702,103.929267656464"
Subway , Bukit Merah Central #1-3687 Singapore 150165,"1.28305588823226,103.816692804352"
Subway ,Bukit Panjang Plaza Jelebu Road #1-38 Singapore 677743,"1.38051732815913,103.763961852618"
Subway ,Bukit Timah Plaza Jalan Anak Bukit #B2-FB1 Singapore 588996,"1.33865676913061,103.778560470199"
Subway ,Causeway Point Woodlands Square #B1-19 Singapore 738099,"1.43600784517148,103.785688739235"
Subway ,Central Square Village Residences Havelock Road #1-19 Singapore 59765,"1.28814852499224,103.843265328435"
Subway ,Changi City Point Changi Business Park Central 1 #B1-35 Singapore 486038,"1.33432515600982,103.962389303195"
Subway ,Changi General Hospital Simei St 2 Lobby B #- Singapore 329984,"1.32708484468055,103.846476469277"
Subway , Choa Chu Kang Avenue 3 #1-22 Singapore 680475,"1.37805614217621,103.738931802142"
Subway ,Chinatown Point New Bridge Road #B1-37 Singapore 59413,"1.28499882771297,103.844697085395"
Subway ,City Square Mall Kitchener Road #B1-35 Singapore 208539,"1.31130516479713,103.856421771906"
Subway ,Clementi Mall Commonwealth Avenue West #B1-24 Singapore 129588,"1.31485321802259,103.764248205662"
Subway ,Compass One Sengkang Square #1-20 Singapore 545078,"1.39209415018227,103.894980032554"
Subway ,Courts (Tampines) Tampines North Drive 2 #3- Singapore 528766,"1.37362334953069,103.933805877176"
Subway ,Dawson Place Dawson Road #1-12 Singapore 142057,"1.2927033928985,103.81095896399"
Subway ,Eastwood Centre Eastwood Drive #1-11 Singapore 486442,"1.32144767819222,103.955419466073"
Subway ,Far East Square Pekin Street #1-1 Singapore 49959,"1.28315430210438,103.848227222518"
Subway ,Gek Poh Shopping Mall Jurong West Street 75 #1-324 Singapore 640762,"1.34874357157007,103.697732094254"
Subway ,Great World City Kim Seng Promenade #B2-9 Singapore 237994,"1.29380234644512,103.83175791999"
Subway ,Harbourfront Centre Maritime Square #2-82 Singapore 99253,"1.26206336360052,103.818625592652"
Subway ,HDB Hub Toa Payoh Toa Payoh Lorong 6 #1-13 Singapore 310480,"1.33214111914628,103.848326054144"
Subway ,Heartbeat @ Bedok Bedok North Street 1 #1-16 Singapore 469662,"1.32698498848448,103.931620621577"
Subway ,Heartland Mall Hougang Street 21 #- Singapore 530205,"1.35949664282738,103.885079927833"
Subway ,Hougang Mall Hougang Avenue 10 #2-10 Singapore 538766,"1.37231185642959,103.89366161203"
Subway , Hougane Avenue 9 #1-2 Singapore 538776,"1.37514897825787,103.882894179307"
Subway ,IMM Jurong East Street 21 #1-114 Singapore 609601,"1.33489843717477,103.7467344968"
Subway ,ITE College Central Ang Mo Kio Drive #2-8 Singapore 567720,"1.37789203173292,103.856411986641"
Subway ,Jcube Jurong East Central 1 #B1-K04 Singapore 609731,"1.33326818684719,103.740176740726"
Subway , Jelapang Road #2-14 Singapore 671524,"1.38529556520098,103.766170532015"
Subway ,Singapore Post Centre Eunos Road #B1-09A Singapore 408600,"1.31885610260134,103.894067163693"
Subway ,Singapore American School Woodlands Street 41 #- Singapore 738547,"1.42538307162007,103.774421283987"
Subway ,Singapore Expo Expo Drive #1-1 Singapore 486150,"1.33250765137382,103.956968589855"
Subway ,The Singapore Flyer Raffles Avenue #1-07B Singapore 39803,"1.29034626339112,103.862406947973"
Subway ,Singapore Polytechnic Dover Road #- Singapore 139651,"1.31123994786285,103.774471404046"
Subway ,Singapore Management University (SMU) Stamford Road #1-62 Singapore 178902,"1.29737728861237,103.849551550708"
Subway ,The Star Vista Vista Exchange Green #B1-34 Singapore 138617,"1.3068488176344,103.788214531337"
Subway ,Pasir Ris West Plaza Pasir Ris Street 72 #1-304B Singapore 510735,"1.37930651729417,103.936272108833"
Subway ,Paradiz Centre Shopping Mall Selegie Road #B1-21 Singapore 188306,"1.30004685600782,103.849246376917"
Subway ,Punggol Plaza Punggol Field #1-11 Singapore 820168,"1.39418409117745,103.912976441683"
Subway ,Raffles City Shopping Centre North Bridge Road #B1-9 Singapore 179103,"1.29376027875417,103.852768332387"
Subway ,Republic Polytechnic Woodlands Ave 9 #1-2 Singapore 738964,"1.44623773350471,103.782971177683"
Subway ,Rivervale Mall Rivervale Crescent #1-31 Singapore 545082,"1.39219777633908,103.904471602179"
Subway ,Safra Club (Mount Faber) Telok Blangah Way #1-6A Singapore 98803,"1.27769636275605,103.816909721519"
Subway ,Science Hub Science Park Drive #- Singapore 118260,"1.28774358444832,103.790369862646"
Subway ,Orchard Link Orchard Link #2-40 Singapore 237978,"1.30086543417456,103.835700848396"
Subway ,The Seletar Mall Sengkang West Avenue #B1-8 Singapore 797653,"1.39139305815613,103.876067657689"
Subway ,Sembawang Shopping Centre Sembwang Road #B1-20 Singapore 758459,"1.44176714768659,103.82449507433"
Subway ,Jewel Cable Car Station @ Sentosa Imbiah Road #1-2 Singapore 99701,"1.25492543173026,103.817700994744"
Subway ,my Village @ Serangoon Gardens Maju Avenue #B1-3 Singapore 556679,"1.36516070778275,103.865041855148"
Subway ,Shaw Tower Beach Road #1-41 Singapore 189702,"1.29649071796567,103.856697419765"
Subway ,Siglap Centre Siglap Road #1-13 Singapore 455871,"1.31260565034731,103.923168090089"
Subway ,Sim Lim Square Rochor Canal Road #B1-1 Singapore 188504,"1.30302298258032,103.852875624824"
Subway ,SIM Block B Clementi Road #1-5 Singapore 599491,"1.32919199753705,103.775701066782"
Pizza Hut , Upper Paya Lebar Road #- Singapore 534858,"1.33963926667168,103.885469695663"
Pizza Hut ,Waterway point Punggol Central #B1-11 Singapore 828761,"1.40653610720599,103.901988174009"
Pizza Hut , West Coast Drive #1-264 Singapore 120501,"1.31127873471002,103.75886444134"
Pizza Hut ,Westmall Bukit Batok Central Link #1-26 Singapore 658713,"1.35018915982967,103.749021980031"
Pizza Hut , Gateway Drive Westgate #4-4 Singapore 608532,"1.33402528745454,103.742586017746"
Pizza Hut , Woodlands Street 31 #1-17 Singapore 730306,"1.42992991227317,103.774636560937"
Pizza Hut , Woodlands Drive 50 #1-729 Singapore 730888,"1.43767919710846,103.795136736247"
Rice Garden , Commonwealth Crescent #2-80 Singapore 149644,"1.30699533105983,103.800356462457"
Rice Garden , Aljunied Avenue 2 #1-36 Singapore 380117,"1.32078107462507,103.886773529271"
Rice Garden ,Anchorvale Sengkang Anchorvale Road Stall No.8 #1-7 Singapore 540308,"1.38955847754914,103.886426658242"
Rice Garden , Ang Mo Kio Avenue 10 #1-805 Singapore 560408,"1.36209052954582,103.854587761552"
Rice Garden , Bedok North Street 3 Stall 7 #1-593 Singapore 460539,"1.33131386249995,103.925307293903"
Rice Garden , Bendeemer Road #1-40 Singapore 330029,"1.31921667139786,103.86302092915"
Rice Garden ,Bukit Panjang Hawker Centre Bukit Panjang Ring Road #1-20 Singapore 679947,"1.37760059045437,103.772489664076"
Rice Garden , Bukit Batok Street 31 #1-326 Singapore 650371,"1.35925940518791,103.750694636381"
Rice Garden , Bukit Batok West Avenue 6 #1-18 Singapore 650109,"1.34700376234034,103.746170417608"
Rice Garden , Choa Chu Kang Crescent Stall 6 #1-1 Singapore 682673,"1.4009153293371,103.747961179569"
Rice Garden , Clementi Avenue 5 #1-155 Singapore 120325,"1.31509667793368,103.766817409685"
Rice Garden , Eunos Crescent #1-22 Singapore 402004,"1.32033125780946,103.904256478767"
Rice Garden , Ghim Moh Road #1-62 Singapore 270020,"1.31099662762057,103.788230314791"
Rice Garden , Holland Drive #1-39 Singapore 270040,"1.30717590047661,103.793500334274"
Rice Garden , Hougang Street 21 #- Singapore 530212,"1.35952086332993,103.88834003325"
Rice Garden ,Hougang Capeview Upper Serangoon View #2-5 Singapore 537476,"1.3779150510093,103.903623805158"
Rice Garden , Jalan Bukit Merah #1-7 Singapore 160112,"1.28000481922373,103.826013284817"
Rice Garden , Jalan Kukoh #1-7 Singapore 161001,"1.28823100942191,103.839934173606"
Rice Garden , Jurong East Street 32 Stall 8 #1-98 Singapore 600303,"1.34485610407146,103.735622184288"
Rice Garden ,Jurong West Central Jurong West Central #1-2 Singapore 640679,"1.34459467075865,103.70608942866"
Rice Garden , Macpherson Lane #1-7 Singapore 360082,"1.33228332452145,103.885620104479"
Rice Garden , Pasir Ris Street 51 #1-1 Singapore 513527,"1.36937329153651,103.947970240204"
Rice Garden , Potong Pasir Avenue 1 #1-127 Singapore 350146,"1.33180077619164,103.86724285302"
Rice Garden , Queen Street #1-51 Singapore 180270,"1.30110201328176,103.854115783218"
Rice Garden , Serangoon Avenue 2 #1-14 Singapore 550304,"1.35362609067516,103.867705484807"
Rice Garden , Serangoon North Avenue 1 #1-419 Singapore 550147,"1.36847950039915,103.872662866763"
Rice Garden ,Food Centre Telok Blangah Drive #1-29 Singapore 100079,"1.27335596948651,103.807618050499"
Rice Garden ,Alpha Industrial Building Toh Guan East Stall 2 #1-12 Singapore 608599,"1.33706909533658,103.751567536033"
Rice Garden , Ubi Avenue 1 Stall 9 #1-947 Singapore 400305,"1.32927974767614,103.90217309604"
Rice Garden , Upper Boon Keng Road #1-69 Singapore 380017,"1.31502805514671,103.871620328447"
Savory Inn ,Health Promotion Board Second Hospital Ave #- Singapore 168937,"1.2793314591479,103.838315054028"
Savory Inn ,Ministry of Social and Family Development Thomson Road #5- Singapore 298136,"1.3336652631755,103.839419161507"
Soup Restaurant ,Causeway Point Woodlands Square #5-11 Singapore 738099,"1.43600784517148,103.785688739235"
Soup Restaurant ,Century Square Tampines Central 5 #B1-1 Singapore 529509,"1.3522780323167,103.943727696927"
Soup Restaurant ,"Changi Airport Terminal 2 Airport Boulevard, Changi Airport Terminal 2 #36-86 Singapore 819643","1.35519094047222,103.98875098125"
Soup Restaurant ,Clementi Mall Commonwealth Avenue West #3-62 Singapore 129588,"1.31485321802259,103.764248205662"
Soup Restaurant ,Compass One Sengkang Square #3-16 Singapore 545078,"1.39209415018227,103.894980032554"
Soup Restaurant ,Hougang Mall Hougang Avenue 10 #2-21 Singapore 538766,"1.37231185642959,103.89366161203"
Soup Restaurant ,IMM Jurong East Street 21 #1-101 Singapore 609601,"1.33489843717477,103.7467344968"
Soup Restaurant ,Jurong Point Jurong West Central 2 #2-33 Singapore 648886,"1.33983015257941,103.70646088413"
Swensens ,Jurong Point Jurong West Central 2 #B1-64 Singapore 648886,"1.33983015257941,103.70646088413"
Swensens ,NEX Serangoon Central #2-7 Singapore 556083,"1.35043817177432,103.87170454945"
Swensens ,North Point Shopping Centre Yishun Ave 2 #1-16 Singapore 769098,"1.42969847969485,103.835776496688"
Swensens ,Parkway Parade Marine Parade Road #B1-33 Singapore 449269,"1.30119130748691,103.905113592255"
Swensens ,Plaza Singapura Orchard Road #3-23 Singapore 238839,"1.3007475429726,103.845047622213"
Swensens ,Sun Plaza Sembawang Drive #2-21 Singapore 757713,"1.44822653184261,103.819462104528"
Swensens ,Tampines Mall Tampines Central 5 #3-30 Singapore 529510,"1.35267231590699,103.944387987324"
Swensens ,The Seletar Mall Sengkang West Avenue #2-11 Singapore 797653,"1.39139305815613,103.876067657689"
Swensens ,Thomson Plaza Upper Thomson Road #3-23 Singapore 574408,"1.35466901882051,103.83091978573"
Pizza Hut , Yishun Avenue 5 Yishun Delco #1-6 Singapore 761701,"1.42995501546681,103.827920402587"
Pizza Hut ,NorthPoint City Northpoint Drive #B2-149 Singapore 768019,"1.42803584532257,103.836092102185"
Pu Tien ,ION Orchard Orchard Turn #4-12 Singapore 238801,"1.30403577030597,103.831395131817"
Pu Tien ,JP1 Jurong West Central 2 #2-34 Singapore 648886,"1.33983015257941,103.70646088413"
Pu Tien , Kitchener Road #- Singapore 208514,"1.3095372156569,103.857319980561"
Pu Tien , Raffles Boulevard #2-205 Singapore 39594,"1.29145525906521,103.857007341008"
Pu Tien , Serangoon Central #2-18 Singapore 556083,"1.35043817177432,103.87170454945"
Pu Tien , Marine Parade Road #2-13 Singapore 449269,"1.30119130748691,103.905113592255"
Pu Tien , North Bridge Road #2-18 Singapore 179103,"1.29376027875417,103.852768332387"
Pu Tien ,The Forum Sentosa Gateway #1-203 Singapore 98138,"1.25657348610591,103.819458960478"
Pu Tien , Tampines Central 5 #B1-27 Singapore 529510,"1.35267231590699,103.944387987324"
Pu Tien , Harbour Front Walk #2-131 Singapore 98585,"1.2638958023183,103.821589254908"
QQ Rice ,Alexandra Retail Centre Alexandra Road #1-12 Singapore 119963,"1.27367657754602,103.801126950046"
QQ Rice ,AMK Hub Ang Mo Kio Ave 3 #B2-7 Singapore 569933,"1.36924891282021,103.848399227484"
QQ Rice ,Hillion Mall Petir Road #B2-51 Singapore 678278,"1.37834971260865,103.76274117629"
QQ Rice ,Jurong Point Jurong West Central 2 #1-32 Singapore 648886,"1.33983015257941,103.70646088413"
QQ Rice ,NEX Serangoon Central #B2-48B Singapore 556083,"1.35043817177432,103.87170454945"
QQ Rice ,NUH Medical Centre Lower Kent Ridge Road #1-2 Singapore 119082,"1.2927743133923,103.784084015695"
QQ Rice ,One Raffles Place One Raffles Place #B1-7 Singapore 48616,"1.28433993485695,103.850982351781"
QQ Rice ,Our Tampines Hub Tampines Avenue 4 #1-82 Singapore 528523,"1.35349615471814,103.939683594446"
QQ Rice ,Square 2 Sinaran Drive #1-6 Singapore 307506,"1.32042966145248,103.843892131406"
QQ Rice ,Tampines MRT Station Tampines Central 1 #1-18 Singapore 529538,"1.35364657681112,103.944838294195"
QQ Rice ,Marina One Straits View #B2-49 Singapore 18935,"1.27737234325128,103.852844806959"
QQ Rice ,HDB Hub Toa Payoh Toa Payoh Lorong 6 #1-22 Singapore 310480,"1.33214111914628,103.848326054144"
QQ Rice ,Woodlands MRT Station Woodlands Ave 2 #1-11 Singapore 738343,"1.43681962418173,103.786066806528"
Subway ,"Suntec City, Tower 1 Temasek Boulevard #B1-147 Singapore 38983","1.29487904117327,103.857675497949"
Subway ,SuperBowl Jurong Yuan Ching Road #- Singapore 618640,"1.32592599474027,103.724483286101"
Subway , Tampines Street  44 #1-62 Singapore 520462,"1.35901317792906,103.955111134678"
Subway , Tampines West Street 32 #1-21 Singapore 529286,"1.35436493436566,103.960042198042"
Subway ,Tampines One Tampines Central 1 #B1-3 Singapore 529536,"1.35431555986081,103.945019461564"
Subway ,Tampines Telepark Tampines Central #1-11 Singapore 529510,"1.35267231590699,103.944387987324"
Subway ,Tampines West Community Club Tampines Avenue 3 #1-8 Singapore 529705,"1.34875076398822,103.935633408895"
Subway ,Temasek Polytechnic Tampines Avenue 1 #- Singapore 529757,"1.34793947802841,103.928839989349"
Subway ,The Central Eu Tong Sen Street #1-66 Singapore 59817,"1.28886291658685,103.846555998876"
Subway ,The Rail Mall Upper Bukit Timah Road #- Singapore 678056,"1.35917055368779,103.767653825968"
Subway ,Thomson Plaza Thomson Road #1-1D Singapore 574408,"1.35466901882051,103.83091978573"
Subway ,Tiong Bahru Plaza Tiong Bahru Road #1-103 Singapore 168732,"1.28646345318687,103.826935084287"
Subway , Ubi Avenue 1 #1-35 Singapore 400302,"1.33002586712617,103.900995412874"
Subway ,United Square Thomson Road #B1-4 Singapore 307591,"1.31733462987408,103.843463185977"
Subway , Create Way University Town #1-2 Singapore 138602,"1.30399550833056,103.773492158612"
Subway ,VisionCrest Commercial Penang Road #1-2 Singapore 238467,"1.29910789244652,103.842700038181"
Subway ,Vivo City Harbourfront Walk #B2-31 Singapore 98585,"1.2638958023183,103.821589254908"
Subway ,Jubilee Square Ang Mo Kio Avenue 8 #1-15 Singapore 569814,"1.37178551552207,103.847775724876"
Subway ,Junction 8 Bishan Place #1-31 Singapore 579837,"1.35023942729659,103.848477635059"
Subway ,Jurong Point Jurong West Central 2 #1-32A Singapore 648886,"1.33983015257941,103.70646088413"
Subway , Jurong West Street 41 #1-744 Singapore 640456,"1.35067572640616,103.720022399338"
Subway ,Kallang Leisure Park Stadium Walk #1-32 Singapore 397693,"1.30222177114751,103.876152670397"
Subway ,Kitchener Complex French Road #1-34 Singapore 200809,"1.30832699603019,103.862005880934"
Subway ,Khoo Teck Puat Hospital (KTPH) Yishun Central #1-1 Singapore 768828,"1.42387759833179,103.837853672353"
Subway ,Liang Court River Valley Road #1-13A Singapore 179030,"1.29149019698803,103.844668942167"
Subway ,Lot One Choa Chu Kang Avenue 4 #B1-34 Singapore 689812,"1.38506835667563,103.744950384161"
Subway ,Loyang Point Pasir Ris Street 21 #1-16 Singapore 510258,"1.36700053783377,103.964617781926"
Subway ,Mapletree Business City Pasir Panjang Road #2-16 Singapore 117439,"1.27482748253667,103.799064831461"
Subway ,Marina Square Raffles Boulevard #2-52 Singapore 39594,"1.29145525906521,103.857007341008"
Subway ,Marina Bay Link Mall Marina Boulevard #B2-19 Singapore 18984,"1.28022767255339,103.853349301911"
Subway , Maxwell Road #B1-26 Singapore 69119,"1.27651601164547,103.845421811383"
Subway ,Mediapolis Media Circle #1-2 Singapore 138562,"1.29241448480086,103.794616842421"
Subway ,Millenia Walk Raffles Boulevard #1-101 Singapore 39596,"1.29296503959681,103.85934397868"
Subway ,Mount Alvernia Hospital Thomson Road #1-30 Singapore 574623,"1.34180969281167,103.837524328738"
Subway ,Nanyang Community Club Jurong West Street 91 #1-3 Singapore 649040,"1.3423640283979,103.692320231917"
Subway ,NEX Serangoon Central #2-11 Singapore 556083,"1.35043817177432,103.87170454945"
Subway ,Ng Teng Fong General Hospital Tower A Jurong East Street 21 #2-33 Singapore 609606,"1.33553381915144,103.743865454971"
Subway ,"Ngee Ann Polytechnic, The Makan Place 535 Clementi Road #2-1 Singapore 599489","1.3327625965271,103.771562462036"
Subway ,North Point Shopping Centre Yishun Ave 2 #B2-15 Singapore 769098,"1.42969847969485,103.835776496688"
Subway ,Novena Square Thomson Road #2-29 Singapore 307683,"1.32021099973819,103.843656770909"
Subway ,"Nanyang Technological University (NTU), Blk N2.1 Nanyang Drive #1-7 Singapore 637331","1.34713043824892,103.680033820175"
Subway ,NUH Lower Kent Ridge Road #1-29 Singapore 119074,"1.29395305386479,103.782709521206"
Subway ,NUS Yusof Ishak House Lower Kent Ridge Road #1-6 Singapore 119078,"1.29846325108052,103.774703237843"
Subway ,One@Kent Ridge Lower Kent Ridge Road #1-10 Singapore 119082,"1.2927743133923,103.784084015695"
Subway ,One-North MRT Station Ayer Rajah Avenue #B2-4 Singapore 138647,"1.29968953177957,103.787412795724"
Subway ,Orchard Hotel Shopping Arcade Orchard Road #B1-13 Singapore 238879,"1.30766860889291,103.82816440606"
Subway ,Orchird Country Club Orchid Club Road #- Singapore 769162,"1.41103598474065,103.844039892231"
Subway ,Our Tampines Hub Tampines Avenue 4 #B1-52A Singapore 528523,"1.35349615471814,103.939683594446"
Swensens ,Waterway Point Punggol Central #2-35 Singapore 828761,"1.40653610720599,103.901988174009"
Swensens ,West Mall Bukit Batok Central Link #2-5 Singapore 658713,"1.35018915982967,103.749021980031"
Swensens ,Singpost Centre 10 Eunos Road 8 #2-136 Singapore 408600,"1.31885610260134,103.894067163693"
The Wok People ,Abbott Tuas South Avenue 10 #- Singapore 637437,"1.28293382783594,103.628895052915"
The Wok People ,Asia Pacific Brewery Jalan Ahmad Ibrahim #- Singapore 639934,"1.33636400940756,103.64703625406"
The Wok People ,GSK Pioneer Pioneer Sector 1 #- Singapore 628413,"1.3083297435302,103.66009253439"
The Wok People ,Petrochemical Company of Singapore Ayer Merbau Road #- Singapore 628277,"1.27383252573901,103.711676982461"
The Wok People ,Roche Tuas Bay Link #- Singapore 637394,"1.29728016167188,103.64139046161"
The Wok People ,Takashimaya Orchard Road #- Singapore 238872,"1.30242416552881,103.834676129269"
Uncle Tony ,Sengkang Community Hub Sengkang Square #1-5 Singapore 545025,"1.39278558587025,103.893906102774"
Wrap & Roll ,The Star Vista Vista Exchange Green #B1-11 Singapore 138617,"1.3068488176344,103.788214531337"
Wrap & Roll ,ION Orchard Orchard Turn #B3-19 Singapore 238801,"1.30403577030597,103.831395131817"
Wrap & Roll ,Changi City Point Changi Business Park Central 1 #B1-26 Singapore 486038,"1.33432515600982,103.962389303195"
Wrap & Roll ,One@KentRidge Lower Kent Ridge Road #1-11 Singapore 119082,"1.2927743133923,103.784084015695"
F M Food Master ,Fusionpolis Fusionpolis Place #2-1 Singapore 138522,"1.29986251303556,103.788101018519"
Din Tai Fung ,Tampines Mall 4 Tampines Central 5 #02-01 #-1 Singapore 529510,"1.35267231590699,103.944387987324"
Din Tai Fung ,Wisma Atria 435 Orchard Road Level 4 #- Singapore 238877,"1.30369890150462,103.833189600965"
Din Tai Fung ,The Seletar Mall Sengkang West Avenue #2-7 Singapore 797653,"1.39139305815613,103.876067657689"
Din Tai Fung ,"Waterway Point 83 Punggol Central, Waterway Point #- Singapore 828761","1.40653610720599,103.901988174009"
Stamfles , Loyang Way #- Singapore 508730,"1.37303470700125,103.972625742512"
Stamfles , Loyang Way #- Singapore 508726,"1.37720793256954,103.974438604927"
Stamfles , Admiralty Road West #- Singapore 759947,"1.45994640289094,103.822716234903"
Heavenly Wang ,Northpoint Northpoint Drive #1-167 Singapore 768019,"1.42803584532257,103.836092102185"
Heavenly Wang ,Safra Mount Faber Telok Blangah Way #1-5 Singapore 98803,"1.27769636275605,103.816909721519"
Stuff'd ,Plaza Singapura Orchard Road #B2-43 Singapore 238839,"1.3007475429726,103.845047622213"
Stuff'd ,Raffles City Shopping Centre North Bridge Road #B1-56 Singapore 179103,"1.29376027875417,103.852768332387"
Stuff'd ,Jewel @ Changi Airport Airport Boulevard #B2-256 Singapore 819666,"1.36034099671656,103.989077555194"
Stuff'd ,Square 2 Sinaran Drive #B1-117 Singapore 307506,"1.32042966145248,103.843892131406"
Stuff'd ,Funan Mall North Bridge Road #B2-K3 Singapore 179105,"1.29124400033469,103.849984794935"
Stuff'd ,Takashimaya Orchard Road #B2-7 Singapore 238873,"1.30242416552881,103.834676129269"
Greendot ,Bedok Mall New Upper Changi Road #B2-31 Singapore 467360,"1.3247720681702,103.929267656464"
