name,address,latitude,longitude,image url
McDonald's ,Queensway Shopping Centre Queensway #2-46 Singapore 149053,1.287617916,103.8033911,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's ,Raffles City Shopping Centre North Bridge Road #1-49 Singapore 179103,1.293760279,103.8527683,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
Mcdonald's ,REGAL Jalan Bukit Merah #1-1 Singapore 159460,1.283431072,103.8182226,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's ,Resorts World Sentosa Sentosa Gateway #B1-211 Singapore 98138,1.256573486,103.819459,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's ,Rivervale Mall Rivervale Crescent #1-27 Singapore 545082,1.392197776,103.9044716,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's ,Toa Payoh Safra Club House Toa Payoh Lorong 6 #1-2 Singapore 319387,1.329886512,103.8542137,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
Kopitiam ,Bukit Panjang Plaza Jelebu Road #3-9 Singapore 677743,1.380517328,103.7639619,https://www.kopitiam.biz/wp-content/themes/BLANK-Theme/images/logo.png
Kopitiam ,Changi General Hospital Simei Street 3 #-89E Singapore 529889,1.34068474,103.9492944,https://www.kopitiam.biz/wp-content/themes/BLANK-Theme/images/logo.png
Kopitiam ,IB@Changi General Hospital Simei Street 3 #-8 Singapore 529905,1.341318526,103.9481934,https://www.kopitiam.biz/wp-content/themes/BLANK-Theme/images/logo.png
Kopitiam ,Hougang 1 Shopping Mall Hougang Street 91 #1-K7 Singapore 538692,1.37566728,103.8794503,https://www.kopitiam.biz/wp-content/themes/BLANK-Theme/images/logo.png
Kopitiam ,IMM Jurong East Street 21 #3-24 Singapore 609601,1.334898437,103.7467345,https://www.kopitiam.biz/wp-content/themes/BLANK-Theme/images/logo.png
Kopitiam ,Harbourfront Centre 1 Maritime Square #1-30 Singapore 99253,1.262063364,103.8186256,https://www.kopitiam.biz/wp-content/themes/BLANK-Theme/images/logo.png
Kopitiam ,Hillion Mall 17 Petir Road #2-8 Singapore 678278,1.378349713,103.7627412,https://www.kopitiam.biz/wp-content/themes/BLANK-Theme/images/logo.png
Kopitiam ,Singapore Post Centre 10 Eunos Road 8 #3-69 Singapore 408600,1.318856103,103.8940672,https://www.kopitiam.biz/wp-content/themes/BLANK-Theme/images/logo.png
Kopitiam ,Changi City Point 5 Changi Business Park Central 1 #2-48 Singapore 486038,1.334325156,103.9623893,https://www.kopitiam.biz/wp-content/themes/BLANK-Theme/images/logo.png
Kopitiam ,Jurong East MRT Jurong East Street 12 #1-6 Singapore 609690,1.333295062,103.7421539,https://www.kopitiam.biz/wp-content/themes/BLANK-Theme/images/logo.png
Kopitiam ,Wisteria Mall Yishun Ring Road #B1-233 Singapore 768698,1.417999256,103.8412365,https://www.kopitiam.biz/wp-content/themes/BLANK-Theme/images/logo.png
Kopitiam , Sumang lane #-109 Singapore 822231,1.40212842,103.8914669,https://www.kopitiam.biz/wp-content/themes/BLANK-Theme/images/logo.png
BAGUS @ Causeway Point,Causeway Point Woodlands Square #7-K8 Singapore 738099,1.436007845,103.7856887,https://www.halaltag.com/images/place/508-place.jpg
Koufu ,100AM Shopping Mall Tras Street #4-14 Singapore 79027,1.27458821,103.8434707,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,ITE College Central Ang Mo Kio Drive #1-K13 Singapore 567720,1.377892032,103.856412,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,Anchorpoint Alexandra Road #B1-287 Singapore 159953,1.288614687,103.80501,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,Cathay Cineleisure Grange Road #B1-22 Singapore 239693,1.301403315,103.8373281,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,Gek Poh Shopping Mall Jurong West Street 75 #1-7 Singapore 640760,1.349425454,103.6997823,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,JEM Shopping Mall Jurong Gateway Road #5-2 Singapore 608549,1.33320021,103.7431704,https://www.yewteepoint.com.sg/images/koufu.jpg
KouFu , 535 Clementi Road #2-825 Singapore 599489,1.332762597,103.7715625,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,South Spine Food Court Nanyang Avenue #-21 Singapore 639798,1.346764651,103.6788181,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,University Town Create Way #1-12 Singapore 138602,1.303995508,103.7734922,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,South Food Court Woodlands Avenue 9 #1-3 Singapore 738964,1.446237734,103.7829712,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,Rivervale Plaza Rivervale Drive #2-61 Singapore 540118,1.38493202,103.901558,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,Sembawang Mart Canberra Road #1-1 Singapore 750511,1.453845183,103.8195433,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,The Star Vista Vista Exchange Green #2-1 Singapore 138617,1.306848818,103.7882145,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,Thomson Plaza Upper Thomson Road #1- Singapore 574408,1.354669019,103.8309198,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu , Toa Payoh Lorong 6 #2-59 Singapore 310500,1.332965491,103.8470504,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,Woodlands Mart Woodlands Avenue 6 #1-22 Singapore 730768,1.445622899,103.798141,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,Woodlands Mart Woodlands Avenue 6 #1-K2 Singapore 730768,1.445622899,103.798141,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,Yew Tee Point Choa Chu Kang North #B1-24 Singapore 689578,1.397301904,103.7465581,https://www.yewteepoint.com.sg/images/koufu.jpg
Koufu ,Square 2 10 Sinaran Drive #4-27 Singapore 307506,1.320429661,103.8438921,https://www.yewteepoint.com.sg/images/koufu.jpg
LeNu ,Bugis Juction Victoria Street #B1- Singapore 188021,1.299113161,103.8554112,https://www.jem.sg/images/lenu%20logo%20for%20JEM.jpg
LeNu ,Compass One Sengkang Square #3- Singapore 545078,1.39209415,103.89498,https://www.jem.sg/images/lenu%20logo%20for%20JEM.jpg
LeNu ,Vivo City Harbourfront Walk #2- Singapore 98585,1.263895802,103.8215893,https://www.jem.sg/images/lenu%20logo%20for%20JEM.jpg
McDonald's , Woodlands Avenue 6 #1-174 Singapore 731678,1.440415298,103.8014895,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's ,Alocassia Building Bukit Timah Road #1-K5 Singapore 259727,1.319436168,103.8273459,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's ,Big Mac Centre Ang Mo Kio Avenue 3 #1-10 Singapore 569922,1.369315175,103.8471539,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's , Ang Mo Kio Avenue 4 #1-195 Singapore 560163,1.373551784,103.838169,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's , Ang Mo Kio Avenue 10 #1-151 Singapore 560448,1.367441901,103.8563966,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's , Ang Mo Kio Street 12 #-347 Singapore 567740,1.372474433,103.84474,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's ,Shaw Plaza (Balestier) Balestier Road #1-31 Singapore 329783,1.325126527,103.8510556,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's ,Beauty World Centre Upper Bukit Timah #1-1 Singapore 588177,1.34239284,103.7762505,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's ,Bedok Mall New Upper Changi Road #1-11 Singapore 467360,1.324772068,103.9292677,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's ,Bedok North Shopping Mall Bedok North Street 3 #1-11 Singapore 460539,1.331313862,103.9253073,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's , Bedok Reservoir #1-22 Singapore 470744,1.337860418,103.9216633,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
McDonald's , Bedok Reservoir Road #1-2 Singapore 470632,1.332050943,103.9141451,https://d1nqx6es26drid.cloudfront.net/app/assets/img/logo_mcd.png
NTUC Foodfare ,Khoo Teck Puat Hospital (KTPH) Yishun Central #1-12 Singapore 768828,1.423877598,103.8378537,https://mobility-rms-prod.s3.amazonaws.com/mms-content/Merchant/98/merchant_98_small_img_url_1531364787.png
NTUC Foodfare ,Marina Bay Financial Centre (MBFC) Marina Boulevard #1-1 Singapore 18982,1.279105668,103.8542974,https://mobility-rms-prod.s3.amazonaws.com/mms-content/Merchant/98/merchant_98_small_img_url_1531364787.png
NTUC Foodfare ,Mapletree Business City Pasir Panjang Road #2-21 Singapore 117439,1.274827483,103.7990648,https://mobility-rms-prod.s3.amazonaws.com/mms-content/Merchant/98/merchant_98_small_img_url_1531364787.png
NTUC Foodfare , Choa Chu Kang Ave 4 #1-723 Singapore 680303,1.384548392,103.7437958,https://mobility-rms-prod.s3.amazonaws.com/mms-content/Merchant/98/merchant_98_small_img_url_1531364787.png
NTUC Foodfare ,The Seletar Mall Sengkang West Avenue #3-37 Singapore 797653,1.391393058,103.8760677,https://mobility-rms-prod.s3.amazonaws.com/mms-content/Merchant/98/merchant_98_small_img_url_1531364787.png
NTUC Foodfare ,Sembawang MRT Station Canberra Road #1-5 Singapore 759775,1.449050816,103.8200461,https://mobility-rms-prod.s3.amazonaws.com/mms-content/Merchant/98/merchant_98_small_img_url_1531364787.png
Kopitiam ,Jcube Jurong East Central 1 #B1-10 Singapore 609731,1.333268187,103.7401767,https://www.kopitiam.biz/wp-content/themes/BLANK-Theme/images/logo.png
FEAST ,Jurong Point Jurong West Central 2 #3-15 Singapore 648331,1.339364021,103.7053082,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBw8PEBAQDQ8RDw4PDw4XDw8PEBUQEBAQFRUXGRUVFxMYHSggGBoxHRcWITEtJSktLy4uFx8zODMtNygtLisBCgoKDg0OGxAQGy0mIB0tKystLS0tLS0vMC0tLS0tLS8rLS03LS0rLS0tKy0rLS0tKystLSstLS0tLSstLS03Lf/AABEIAKMBNQMBIgACEQEDEQH/xAAcAAEAAgMBAQEAAAAAAAAAAAAABQYEBwgDAgH/xABFEAACAQMBBAQKBgcHBQAAAAAAAQIDBBEFBhIhMUFRYZMTFhciMlNVkdHSFCNCcYGhBzVSYnWxswgzcoTBw/AVQ5Ky4f/EABcBAQEBAQAAAAAAAAAAAAAAAAACAQP/xAAiEQEBAQACAgEEAwAAAAAAAAAAARECEiExQQMiUWETQnH/2gAMAwEAAhEDEQA/AN4gAAAAPmpNRTlJpRim23ySRrbX9ZndVG4uSpU/7uKysJfbeOn+RZds685+BtaMlv15edHOG0uWX0LP8jB1XTI2doqMPPuLmpCMpLnLHFpfu/EqOfPyndlr6Ve2hKpxnFyjKX7Tj0+7BLmFo1irehTpLnFec+uT4yfvZmkrnoAAaAAAAAAAAAAAAAAAAAAAAAAIu11+2q1XRhU+sTaWU0pNc0m+ZKA0AAAAAAAAAAAAAAAAAAA+ak1FOUnhRTbb5JLmz6IbaduVKNCEsTuakIdu5nM37kGV4aBB16ta9l6FTEaEZLlTj9rs4ki7LwleNaouFGMo0Y8+LfnT+/CSX4mXb0Y04xhBYjCKUV2I9ASAADQAAAAAAAAAAAar/Tjrd5afQfodzVt/CfSt/wAFLd393weM8O1+81Z47av7Suu8XwM1U466nByx47av7Suu8XwHjtq/tK67xfAdm9HU4OWPHbV/aV13i+B++O2r+0rrvF8Bp0dTA5Y8dtX9pXXeL4Dx21f2ldd4vgNOjqcwdZv1b0Z1HzSe4uub5I5m8dtX9pXXeL4Ft0HVrupaSr6jdVq0MylDw0sqNOKxlLt4my6jnOsXfY7TZ1a8arX1dKTcpPpnjgl+LybDOWXtpqacvA3tehTcm40qckowTfJLB+eO2r+0rrvF8DLybx+nkdTg5Y8dtX9pXXeL4Dx21f2ldd4vgNV0dTg5Y8dtX9pXXeL4Dx21f2ldd4vgNOjqcHLHjtq/tK67xfA/fHbV/aV13i+BnY6OpgcseO2r+0rrvF8B47av7Suu8XwN7HR1ODlnx21f2ldd4vgSey22GqVL+xp1NQuZ06l7ZxnCU04yhKrBSi+HJptDTo6TABqAAACvVI1KmpRe63SoUXiWVhSnnj+WPwJqreUoelUhH75JFR0raS2oeGbhU3qtepN7qTWG/NWW+r+ZsTysXUFTntxS+zQqP75RXxPS32nua39xYykut1ML37ow7xaAYWn3FeUZO5pRotct2pvrd63w4FZ13atyfgrLPF4dVLMpPqgv9RjbykWi81OhR4VqsIN9EpcfcZFGrGaUoSUovk4vKf4mpYUqlWooJOVWcsceMnLtNm6JpcLWnuQzmTTm285nhJ46lwFmJ48rUgADFgBWNo9qHQn4KhGMqi9OUuMYPqwubDLZFnBBbLa1O7jPwsEpU2vOjndkn9/Jk6CXWm/7QvPTv83/ALRp43D/AGheenf5v/aNPEX27cfQWHT9kLirT8JKUKW8swhNNya6M49EwNnbHw9zSg+MVLen/gjxa/kvxL/tBqytKLqYUptpU4N4Un057EiuMnuuf1Odlk4ta3tnUoVJU6q3Zx5pPK7Gn1HgZOo3s7ipKrUxvS6FySXJIxiXWbnkB621vOrJQpQc5vlGKy//AIT9vsZdSWZyp0+xtyf5CS1l5Se0VoVp4a4pQcXKLknNL9lc89hYduNUw/otPKWIOp0JLHmxXZ0v8CZ2b0L6HCeZRnWqc5JPdSXKK6cZ4shrnYy4qylUncwlUm25ZhLGerOS8sjj343lt+FPBa1sLW4Zr0+3zJcPieNbZNUsu4vKNOK5Pdbk/wAG0T1rp/Jx/KtA/ZJZeHlZeH1rrPwlYAAAAAAAAS+yH6x07+IWP9eBEEvsh+stO/iFj/XgB1cADo4jNf1rPUburPKqRipyXnt06cVngkuk2ADdTZrXOo7M1KPgk6kZ1K1RRjBJ57Xl9CLBY7GUIYdeUqr6s7kPcuL958SjUu9Q36csUbNqMmnxcnlyx974fgWkWs48Yx7exo01u06UIx6lFHuljkfpG6/qqtaW+05Sk92CX7TTfHs4GK9ILavW3KX0S2b3nJKpJPHH9hP+ZA76p4oWn1leb3Z148239il1LrfSeGn6bXu5vwcd55zOcuEYt8eLL5oWgUrVJ4U62ONRris9EepFenKbyuvDZfQVbR36qTuJZy+e5HqX+pPgidW2ht7bMZS36nq4cWvvf2Sfbr4kSlSaim5NRiubbwl+J80K8KkVKnJTi+UovKf4lXp2NfUvrLpyoW6fmUI5Tkv2nkz9c1SFlSjSoxXhZLFKEehct5/84s3Gdvlh7Va1NSVta8as+E5R4zj+6up9pC63oStqEalWq5XFSouHRjGZdrfaWPQNNjaU5V7qaVepjwlSpJeam/R3n055lR16/nd3Dw95KW5RjF5WM812tmxHL1tTGwdCtvznxVBxaefRlPowunHEuxjaZaKjRp0l9iCWet9L9+TJMrpxmRpv+0Lz07/N/wC0aho0pTko04uc5PCjFZbZuD+0JBtWEkm4xd1vNco73g93PVnD9xq/QaV3Ko/oTaqRj50lKMUot9O90EX26y5xXHZjQ42i3qkk7mpDjFPhGKfJLp482Vrbe6crpwb82lGKiu1rLf8AzqLPs9oUredSrXqKrWqLms4jl5lz7T91bW7O2qS34b9xuxzu005dic3yLs8OE5ffvtRLTSrmr/dUKkl17u7H3slYbJ1ox37ipSoQXNylnHuPatttcN+ZTpxXHCeZPs4kDf39a4lvV5ub6E/Rj90eSI8O3339LxsOqP0f6vHhd5+Gf2ufm/hgaXr1S6u5UqUYxt6cZuUmsznh4XHo4v8AIolrdVKUt6lOVOWMb0Xh46i4bOUZWdpXuqi8+cd6KfPdXop565MqVz58JNv5eW22syUlbUZOO7h1ZReHn7Mcr3v8CsVdQrzxv1qksLCzN8EeFarKcpTm8yk25PrbPgi3XXjwkmPb6VV9ZU/85fE8pNt5bbfW3ln4DFAAAAAAAAAAAEvsf+sdO/iFj/XgRBL7IfrLTv4hY/14AdXAA6OIY9/dxo051Z+jCLf39SMgqm313inSoR51J7z/AMMeX5te4RluRn7J22KUqzwpXM3UcY+jBPlH7/iThjadbRpUqdOKwowivxxxMkE9BXduaDlaqS/7dSMn/hw0/wCZYj4rUozjKM1mMk00+lMFmxA7DTg7XEfSjUqeE68t8H7se4mby9pUYuVWcYJdb4/gukq9XZKtTk3aXDjGXNSbi0s8FmPM+rfY2UpqV1XdRdKjnL7N58l9xvhMtkzH1e67Wu06WnU6nF4lWa3Ul2Po6OL49hlaFsvToYqV8Va3PjxhF9meb7WTlpawpRUKUVCC5Jf84nsNb1+aj9a1SFrSdSXFvhCHTKXwK9pE6b39Qv3FSb+pWehcPNj0vqMrbHSK9w6cqK31BSThnDy8cV1kZo+ydWo4yum4U48qecza6v3UE3dezhcarNN/VWcJ8E+csdnS/wAkYOj06VPUdySxGNSoqafRJeiX+lTjFKMUoxSwkuCSIDaDZr6RUVajNUqvDeyniWOUuHKQ0vH5WFvHPkQd5tB9aqFnT+kVftNS3acF2yMP/peo1o+CubiMaT9JwSc5LqzhE7p+mULdYo01DKWXzlLHW+kK81qX9K2h1alTTac55rV53cq81JuKjHweEs9CTaX3kHrF5T02hCNCnHflmMM9nFyk+b5/mXT9L2owtrnTJ1PQlG9hJ/sqXgfO/Ip+saHC/lSqKu1ThFr6tKSkm85Uuh9Bn+M5eLN9IzYtVq1WrdVpylw3ItvhlvLSXJJcCu7R11Uuq0otSjvJJrk0kkXDV9VoWFFUKEVKooNQp5yop/am/wA+tmvTOX4dPp+beQACHVnaNp0rmtClHk3mpL9mmvSf+n4lm2+uHGFChB4g8uUetRwopmBshqtvbKr4ZuM5uG61HOY9XZxMLanU43Nfep58HCO7Fv7WHxa7C/6uVlvP9RDgAh1AAAAAAAAAAAAAAl9kP1lp38Qsf68CIJfZD9Y6d/ELH+vADq4AHRxfjeOZSbBxv9QlOfGlSjmC6GotKP5tsnNr710bWai8Sq4hH7n6T92TC2CtFGjOq1xqTwn+5Hgvzyb8Ivm4tAAMWAAAAAAAAAAAAAAAArW2Oxdrq3gfpUqsfAeE3PBSUc7+7nOU8+iiAh+h/T4rdjcXsYvnGNxurP3JGxAMbta3f6GdMfF1bpvrdVN/+o8jGl+suu9j8psgGZDa1v5GNL9Zdd7H5R5GNL9Zdd7H5TZAGQ2tb+RjS/WXXex+UeRjS/WXXex+U2QBkO1a38jGl+suu9j8o8jGl+suu9j8psgDIbWt/IxpfrLrvY/KPIxpfrLrvY/KbIAyG1rfyMaX6y672PyjyMaX6y672PymyAMhta38jGl+suu9j8o8jGl+suu9j8psgDIbWt/IxpfrLrvY/KPIxpfrLrvY/KbIAyG1rfyMaX6y672PyjyMaX6y672PymyAMhta38jGl+suu9j8pkab+iTTretRr06ly50K1KpBSqJxc6clKOVu8spGwAMhtAAaxrPXNVqXlXdX92ptUYJdbwm+1mw9NtFRpU6S+xFJ9r6fzMG22dtqdbw8VLf3ptJvMVKXSljhjjj7yXNtRxlnmgAMWAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAP/2Q=="
